技能名,属性,分类,耗能,威力,技能描述,可学习精灵,技能图标,技能图标文件,属性图标,分类图标,技能组,Wiki地址
飞断,虫,物攻,,,,,https://patchwiki.biligame.com/images/rocom/9/99/iwg3klexqcmynvnoc1m4yormtt2jxul.png,飞断.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E9%A3%9E%E6%96%AD
虫群过境,虫,物攻,,,,,https://patchwiki.biligame.com/images/rocom/2/2a/1tg4mcbudgoo3in2zdjufva7ppxpgb2.png,虫群过境.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E8%99%AB%E7%BE%A4%E8%BF%87%E5%A2%83
虫群,虫,物攻,,,,,https://patchwiki.biligame.com/images/rocom/7/74/ftnwa6tm2vahgql2yshzflxy6z5pv3r.png,虫群.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E8%99%AB%E7%BE%A4
虫网,虫,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/1/1a/m9aundeeyagfd7hk6pl7g9uqnqy4yy6.png,虫网.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E8%99%AB%E7%BD%91
虫击,虫,物攻,,,,,https://patchwiki.biligame.com/images/rocom/9/9b/c3b1dctx3u8u9nh7kjgbtea0cfsgv0a.png,虫击.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E8%99%AB%E5%87%BB
虫鸣,虫,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/b/b8/msu8v39vl5vtyloulhetjoz8zvysuym.png,虫鸣.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E8%99%AB%E9%B8%A3
捆缚,虫,状态,,,,,https://patchwiki.biligame.com/images/rocom/b/ba/6p894avuvxjienuwp2jcllxhxteyv8k.png,捆缚.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E6%8D%86%E7%BC%9A
假寐,虫,状态,,,,,https://patchwiki.biligame.com/images/rocom/c/c2/aaueqqyqeqi5o1jqm5zrm5tp7dtv6y2.png,假寐.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E5%81%87%E5%AF%90
虫茧,虫,状态,,,,,https://patchwiki.biligame.com/images/rocom/4/4e/r2yxqsqyjp8ct2962k3aqftfvz3mm39.png,虫茧.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E8%99%AB%E8%8C%A7
虫群智慧,虫,状态,,,,,https://patchwiki.biligame.com/images/rocom/8/8c/k5hrek27lyno7agiddwaq74f4bt07v0.png,虫群智慧.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E8%99%AB%E7%BE%A4%E6%99%BA%E6%85%A7
贮藏,虫,状态,,,,,https://patchwiki.biligame.com/images/rocom/e/e0/fqb30hrj30qz8g7awozsjhvvbhr7n34.png,贮藏.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E8%B4%AE%E8%97%8F
掩护,虫,防御,,,,,https://patchwiki.biligame.com/images/rocom/1/15/465bw4vh73oybmrgeevpsssnx9r5tq9.png,掩护.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E6%8E%A9%E6%8A%A4
蛰针,虫,物攻,,,,,https://patchwiki.biligame.com/images/rocom/5/53/8sebg1sj44ugigo9nc5m8c5iwomzqbb.png,蛰针.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E8%9B%B0%E9%92%88
虫刺,虫,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/f/f7/bmakp2zxj3ofpvnmnz6ggp03n9e8s1q.png,虫刺.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E8%99%AB%E5%88%BA
噬心,虫,物攻,,,,,https://patchwiki.biligame.com/images/rocom/a/af/o21t2e34i1312p2po4eyvp62prtuzka.png,噬心.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E5%99%AC%E5%BF%83
尾后针,虫,物攻,,,,,https://patchwiki.biligame.com/images/rocom/b/be/m9aundeeyagfd7hk6pl7g9uqnqy4yy6.png,尾后针.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E5%B0%BE%E5%90%8E%E9%92%88
虫蛊,虫,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/0/03/tri55w7vag9ooualjmmjn8lruqyjni3.png,虫蛊.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E8%99%AB%E8%9B%8A
翅刃,虫,物攻,,,,,https://patchwiki.biligame.com/images/rocom/4/41/8iwmgabpncglsif7ps8gs03ajff2hdu.png,翅刃.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E7%BF%85%E5%88%83
网缚,虫,物攻,,,,,https://patchwiki.biligame.com/images/rocom/f/f1/t4dnb8cfkmk3n2du208w8t07b3kbo80.png,网缚.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E7%BD%91%E7%BC%9A
食腐,虫,状态,,,,,https://patchwiki.biligame.com/images/rocom/1/17/nsej08n2s0hbzmpiyzz7iwfupm1j2nz.png,食腐.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E9%A3%9F%E8%85%90
虫结阵,虫,防御,,,,,https://patchwiki.biligame.com/images/rocom/c/cf/mxjqa2hlzn3mtm43kwgrvs2w95256r4.png,虫结阵.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E8%99%AB%E7%BB%93%E9%98%B5
草虫冲击,虫,物攻,,,,,https://patchwiki.biligame.com/images/rocom/d/df/3q6wcqxt8lejhfmauq4bpe1fdvwdm7x.png,草虫冲击.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E8%8D%89%E8%99%AB%E5%86%B2%E5%87%BB
寸拳,武,物攻,,,,,https://patchwiki.biligame.com/images/rocom/4/44/5ne8fs5m7cidf29a45v44ev77ybckz3.png,寸拳.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E5%AF%B8%E6%8B%B3
崩拳,武,物攻,,,,,https://patchwiki.biligame.com/images/rocom/f/f9/9h6nufagpgchn3ztz1ztx3ghms1j6v8.png,崩拳.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E5%B4%A9%E6%8B%B3
散手,武,物攻,,,,,https://patchwiki.biligame.com/images/rocom/f/f0/130npi7pb0aynpaijjzq81d3dryo6dz.png,散手.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E6%95%A3%E6%89%8B
无影脚,武,物攻,,,,,https://patchwiki.biligame.com/images/rocom/7/72/2vi6la72guicsinks2nlt4ppgvyn959.png,无影脚.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E6%97%A0%E5%BD%B1%E8%84%9A
斩断,武,物攻,,,,,https://patchwiki.biligame.com/images/rocom/2/26/dyfiwbdbkovczrj359ot0lq9ssxty3p.png,斩断.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E6%96%A9%E6%96%AD
反击拳,武,物攻,,,,,https://patchwiki.biligame.com/images/rocom/3/39/b1ehyr5b2nojwrxfwbk5qrdt2yeaek4.png,反击拳.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E5%8F%8D%E5%87%BB%E6%8B%B3
技巧打击,武,物攻,,,,,https://patchwiki.biligame.com/images/rocom/1/14/bjm71oic8jtwesx7ah2mbboshc70x2x.png,技巧打击.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E6%8A%80%E5%B7%A7%E6%89%93%E5%87%BB
截拳,武,物攻,,,,,https://patchwiki.biligame.com/images/rocom/5/51/0rgcbi6eh0kbz4zw98euw495m61829d.png,截拳.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E6%88%AA%E6%8B%B3
化劲,武,状态,,,,,https://patchwiki.biligame.com/images/rocom/9/92/7f0v32friezvc0qxvuqqdihamnbtdxg.png,化劲.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E5%8C%96%E5%8A%B2
破绽,武,状态,,,,,https://patchwiki.biligame.com/images/rocom/5/59/237q81ff2v6xk0etqwi6o8yjwvz2s4y.png,破绽.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E7%A0%B4%E7%BB%BD
破防,武,状态,,,,,https://patchwiki.biligame.com/images/rocom/1/11/7f0v32friezvc0qxvuqqdihamnbtdxg.png,破防.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E7%A0%B4%E9%98%B2
气沉丹田,武,状态,,,,,https://patchwiki.biligame.com/images/rocom/a/a2/1qf1yicvmz35123ixcmkijhr5gic2ip.png,气沉丹田.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E6%B0%94%E6%B2%89%E4%B8%B9%E7%94%B0
硬门,武,防御,,,,,https://patchwiki.biligame.com/images/rocom/8/85/5dy7l8jqkrthtfuoj1hz29fiuq0gjih.png,硬门.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E7%A1%AC%E9%97%A8
听桥,武,防御,,,,,https://patchwiki.biligame.com/images/rocom/8/8f/29x3zxj3mis9qpqx0r2zkso4d6gs07h.png,听桥.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E5%90%AC%E6%A1%A5
气波,武,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/6/6f/lom0reu9dc0sfyoo1aglp64st0gehab.png,气波.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E6%B0%94%E6%B3%A2
爆冲,武,物攻,,,,,https://patchwiki.biligame.com/images/rocom/c/c6/dkx5mleh914amu0v1lmd897db16krkm.png,爆冲.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E7%88%86%E5%86%B2
缠丝劲,武,物攻,,,,,https://patchwiki.biligame.com/images/rocom/c/c3/b1ehyr5b2nojwrxfwbk5qrdt2yeaek4.png,缠丝劲.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E7%BC%A0%E4%B8%9D%E5%8A%B2
贯手,武,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/8/8a/51vzfzpdz7305y0omse6lq92nqrxi0g.png,贯手.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E8%B4%AF%E6%89%8B
影袭,武,物攻,,,,,https://patchwiki.biligame.com/images/rocom/9/9f/a0zf07x04zih1ca4as397luco2lymov.png,影袭.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E5%BD%B1%E8%A2%AD
一拳,武,物攻,,,,,https://patchwiki.biligame.com/images/rocom/c/ce/sufqrmilcvb0t7n20x4khud89hxqmx6.png,一拳.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E4%B8%80%E6%8B%B3
叠势,武,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/a/a4/gysywj8my5rukt0j0u631ucj6lzvqu7.png,叠势.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E5%8F%A0%E5%8A%BF
提气,武,状态,,,,,https://patchwiki.biligame.com/images/rocom/8/80/rlkozon5iwgvpzuyk8bq9dpf2odu05k.png,提气.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E6%8F%90%E6%B0%94
预备势,武,状态,,,,,https://patchwiki.biligame.com/images/rocom/0/0f/goryva3q1ucgtp7fllc65x1ynlntab4.png,预备势.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E9%A2%84%E5%A4%87%E5%8A%BF
防御反击,武,防御,,,,,https://patchwiki.biligame.com/images/rocom/f/f5/6pfifhowdh1jivtm46u8es64gea7f55.png,防御反击.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E9%98%B2%E5%BE%A1%E5%8F%8D%E5%87%BB
回旋踢,武,物攻,,,,,https://patchwiki.biligame.com/images/rocom/1/10/a0zf07x04zih1ca4as397luco2lymov.png,回旋踢.png,https://patchwiki.biligame.com/images/rocom/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png,,0,https://wiki.biligame.com/rocom/%E5%9B%9E%E6%97%8B%E8%B8%A2
啄击,翼,物攻,,,,,https://patchwiki.biligame.com/images/rocom/b/bd/g0fcad3wb5mxtj0vt2doubjj6v3135b.png,啄击.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E5%95%84%E5%87%BB
扇风,翼,物攻,,,,,https://patchwiki.biligame.com/images/rocom/8/80/0m6ofmcrer95uhmrczv0nskn9nthgnf.png,扇风.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E6%89%87%E9%A3%8E
翼击,翼,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/1/1d/okd5xec8mva1d3lbupew2n9gicodbpw.png,翼击.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E7%BF%BC%E5%87%BB
疾风刺,翼,物攻,,,,,https://patchwiki.biligame.com/images/rocom/1/19/0actn5yz7snjn9e2fb835079o4lq6zr.png,疾风刺.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E7%96%BE%E9%A3%8E%E5%88%BA
龙卷风,翼,物攻,,,,,https://patchwiki.biligame.com/images/rocom/6/6c/q781msy31va5jzztv61tewawymgdkjk.png,龙卷风.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E9%BE%99%E5%8D%B7%E9%A3%8E
乘风,翼,状态,,,,,https://patchwiki.biligame.com/images/rocom/e/ef/lo33zb04angjh2f56zlmf69jdd9zjiq.png,乘风.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E4%B9%98%E9%A3%8E
风起,翼,状态,,,,,https://patchwiki.biligame.com/images/rocom/7/71/5vfcehb6gqs9q2b1u6ek86m25nt6dbg.png,风起.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E9%A3%8E%E8%B5%B7
暴风眼,翼,状态,,,,,https://patchwiki.biligame.com/images/rocom/6/63/oojz6b4ebxevw7hnagrsfo8siuheo1w.png,暴风眼.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E6%9A%B4%E9%A3%8E%E7%9C%BC
风墙,翼,防御,,,,,https://patchwiki.biligame.com/images/rocom/5/5b/lyawadaxu1x5q0r6cww2yvvr0hj8vo0.png,风墙.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E9%A3%8E%E5%A2%99
鸣叫,翼,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/9/96/781gwlahoya0iw5jloeshh9th4oba0f.png,鸣叫.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E9%B8%A3%E5%8F%AB
鹰爪,翼,物攻,,,,,https://patchwiki.biligame.com/images/rocom/d/db/jf8qq59kymcpz04j76sesksqyl56x4p.png,鹰爪.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E9%B9%B0%E7%88%AA
羽刃,翼,物攻,,,,,https://patchwiki.biligame.com/images/rocom/e/e2/mqvhvuc5mlppbw4ie2at5ze032lw4w4.png,羽刃.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E7%BE%BD%E5%88%83
风矢,翼,物攻,,,,,https://patchwiki.biligame.com/images/rocom/c/c3/7iz29rl060fj8iera2jn7ewzek4jnsg.png,风矢.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E9%A3%8E%E7%9F%A2
回旋风暴,翼,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/d/db/p4djvzln7zn484hkagiu39n4xye9qd1.png,回旋风暴.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E5%9B%9E%E6%97%8B%E9%A3%8E%E6%9A%B4
俯冲猛击,翼,物攻,,,,,https://patchwiki.biligame.com/images/rocom/4/4a/riw0yk92tufbtb1juj7yx37w26e7hyi.png,俯冲猛击.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E4%BF%AF%E5%86%B2%E7%8C%9B%E5%87%BB
闪击,翼,物攻,,,,,https://patchwiki.biligame.com/images/rocom/4/4c/binjmgszc1nxpz6lrk32fa24qz85shq.png,闪击.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E9%97%AA%E5%87%BB
飞羽,翼,状态,,,,,https://patchwiki.biligame.com/images/rocom/6/65/cks1i3t5816ioypc2crzqunfgd1k2ep.png,飞羽.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E9%A3%9E%E7%BE%BD
风隐,翼,状态,,,,,https://patchwiki.biligame.com/images/rocom/6/65/exf03aibu58k7tbo6ouyng0m0wfc4jk.png,风隐.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E9%A3%8E%E9%9A%90
羽化加速,翼,状态,,,,,https://patchwiki.biligame.com/images/rocom/a/ad/fk5yguh4nd5a72stw5u7fvbeaat2r7c.png,羽化加速.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E7%BE%BD%E5%8C%96%E5%8A%A0%E9%80%9F
羽翼庇护,翼,防御,,,,,https://patchwiki.biligame.com/images/rocom/4/40/phpqa2livh4tj8d8zo5x06uhyz5krei.png,羽翼庇护.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E7%BE%BD%E7%BF%BC%E5%BA%87%E6%8A%A4
疾风连袭,翼,状态,,,,,https://patchwiki.biligame.com/images/rocom/f/f0/0gm2kgx142o13bvipws7zk7dkp31ywu.png,疾风连袭.png,https://patchwiki.biligame.com/images/rocom/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png,,0,https://wiki.biligame.com/rocom/%E7%96%BE%E9%A3%8E%E8%BF%9E%E8%A2%AD
飞吻,萌,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/a/a4/bxfub9yaclosccnj6e4bbd7xn01844b.png,飞吻.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E9%A3%9E%E5%90%BB
超级糖果,萌,物攻,,,,,https://patchwiki.biligame.com/images/rocom/2/21/jrepg4u6b4cr9pevtzxj23mcrzxaw45.png,超级糖果.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E8%B6%85%E7%BA%A7%E7%B3%96%E6%9E%9C
砂糖弹球,萌,物攻,,,,,https://patchwiki.biligame.com/images/rocom/f/f3/smcrmc20kfg00i0vgvw6ap2958yan3u.png,砂糖弹球.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E7%A0%82%E7%B3%96%E5%BC%B9%E7%90%83
生日蛋糕,萌,状态,,,,,https://patchwiki.biligame.com/images/rocom/4/45/hq1ujgraj5z87eqb7t9c0wq7tn1ls9e.png,生日蛋糕.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E7%94%9F%E6%97%A5%E8%9B%8B%E7%B3%95
示弱,萌,状态,,,,,https://patchwiki.biligame.com/images/rocom/a/ad/jis8f4zsbn0qv0h6yh8jsa7bmpeu5jq.png,示弱.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E7%A4%BA%E5%BC%B1
赤子之心,萌,状态,,,,,https://patchwiki.biligame.com/images/rocom/7/7a/62or07hohoa0wmxl7pt5xdyrjrssm0c.png,赤子之心.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E8%B5%A4%E5%AD%90%E4%B9%8B%E5%BF%83
反弹,萌,状态,,,,,https://patchwiki.biligame.com/images/rocom/5/52/9ieet1w3ykdp5q46ks5xlsxm0spb5ri.png,反弹.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E5%8F%8D%E5%BC%B9
甜心续航,萌,状态,,,,,https://patchwiki.biligame.com/images/rocom/a/a4/9c0vpmic56t9ybatxl4oe0r0tsg6tjc.png,甜心续航.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E7%94%9C%E5%BF%83%E7%BB%AD%E8%88%AA
破罐破摔,萌,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/1/1b/62or07hohoa0wmxl7pt5xdyrjrssm0c.png,破罐破摔.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E7%A0%B4%E7%BD%90%E7%A0%B4%E6%91%94
鞭打,萌,物攻,,,,,https://patchwiki.biligame.com/images/rocom/9/96/dp2oh82g4a2ts2dam4n37gzg1xn9610.png,鞭打.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E9%9E%AD%E6%89%93
魅惑,萌,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/d/d5/mlwztkwvmbm1rmlvxdh8dzkntzh56ak.png,魅惑.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E9%AD%85%E6%83%91
碰爪,萌,物攻,,,,,https://patchwiki.biligame.com/images/rocom/f/f4/hx2rbwxyily0i952822qvg4zxihxiqq.png,碰爪.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E7%A2%B0%E7%88%AA
撒娇,萌,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/b/b7/at6iabiam5r92rl8uh3oh2l7k5bj7z5.png,撒娇.png,https://patchwiki.biligame.com/images/rocom/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png,,0,https://wiki.biligame.com/rocom/%E6%92%92%E5%A8%87
