编号,名字,阶段,属性,形态分类,形态,是否有异色,图片文件名,本地URL,来源图片URL,详情页URL
NO.250,炽热猿,Ⅱ阶,火,原始形态,原始形态,否,NO250_炽热猿.png,/icons/NO250_%E7%82%BD%E7%83%AD%E7%8C%BF.png,https://patchwiki.biligame.com/images/rocom/a/ad/rbo5f373p1xc6t0e8mc6vtnxu6d1dqy.png,https://wiki.biligame.com/rocom/%E7%82%BD%E7%83%AD%E7%8C%BF
NO.251,火焰猿,最终形态,火,原始形态,原始形态,否,NO251_火焰猿.png,/icons/NO251_%E7%81%AB%E7%84%B0%E7%8C%BF.png,https://patchwiki.biligame.com/images/rocom/4/49/jzlbg7v46fd5m04k2732qml7t64y3a0.png,https://wiki.biligame.com/rocom/%E7%81%AB%E7%84%B0%E7%8C%BF
NO.252,布鲁斯,Ⅰ阶,冰,原始形态,原始形态,否,NO252_布鲁斯.png,/icons/NO252_%E5%B8%83%E9%B2%81%E6%96%AF.png,https://patchwiki.biligame.com/images/rocom/0/03/i3lomx5rtgtrhun9j9o2cky82nj7koy.png,https://wiki.biligame.com/rocom/%E5%B8%83%E9%B2%81%E6%96%AF
NO.253,雪顶布鲁斯,Ⅱ阶,冰,原始形态,原始形态,否,NO253_雪顶布鲁斯.png,/icons/NO253_%E9%9B%AA%E9%A1%B6%E5%B8%83%E9%B2%81%E6%96%AF.png,https://patchwiki.biligame.com/images/rocom/f/f2/qmr111cc6n8vcfctp3ididgmph2te4b.png,https://wiki.biligame.com/rocom/%E9%9B%AA%E9%A1%B6%E5%B8%83%E9%B2%81%E6%96%AF
NO.254,冰钻布鲁斯,最终形态,冰,原始形态,原始形态,否,NO254_冰钻布鲁斯.png,/icons/NO254_%E5%86%B0%E9%92%BB%E5%B8%83%E9%B2%81%E6%96%AF.png,https://patchwiki.biligame.com/images/rocom/b/bd/lqbeuvjzkbdjilyup9j54q4ocdv6yza.png,https://wiki.biligame.com/rocom/%E5%86%B0%E9%92%BB%E5%B8%83%E9%B2%81%E6%96%AF
NO.255,治愈兔,Ⅰ阶,"火, 萌",原始形态,原始形态,是,NO255_治愈兔.png,/icons/NO255_%E6%B2%BB%E6%84%88%E5%85%94.png,https://patchwiki.biligame.com/images/rocom/a/aa/rngx23e2gk0fv954dvqfy4imdotkztj.png,https://wiki.biligame.com/rocom/%E6%B2%BB%E6%84%88%E5%85%94
NO.255,治愈兔（异色）,Ⅰ阶,"火, 萌",原始形态,原始形态,是,NO255_治愈兔（异色）.png,/icons/NO255_%E6%B2%BB%E6%84%88%E5%85%94%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/6/64/7efdv9fhh614s8ajjrdjibaaeibowsw.png,https://wiki.biligame.com/rocom/%E6%B2%BB%E6%84%88%E5%85%94
NO.256,红丝绒,Ⅱ阶,"火, 萌",原始形态,原始形态,是,NO256_红丝绒.png,/icons/NO256_%E7%BA%A2%E4%B8%9D%E7%BB%92.png,https://patchwiki.biligame.com/images/rocom/0/00/lbkgbqads9s37knw6rqxu3fuylvqwro.png,https://wiki.biligame.com/rocom/%E7%BA%A2%E4%B8%9D%E7%BB%92
NO.256,红丝绒（异色）,Ⅱ阶,"火, 萌",原始形态,原始形态,是,NO256_红丝绒（异色）.png,/icons/NO256_%E7%BA%A2%E4%B8%9D%E7%BB%92%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/a/a4/jpg35o50rwnvvz4kbkn9arhcr6t33tr.png,https://wiki.biligame.com/rocom/%E7%BA%A2%E4%B8%9D%E7%BB%92
NO.257,红绒十字,最终形态,"火, 萌",原始形态,原始形态,是,NO257_红绒十字.png,/icons/NO257_%E7%BA%A2%E7%BB%92%E5%8D%81%E5%AD%97.png,https://patchwiki.biligame.com/images/rocom/c/c1/1i2n00tjjxrhc3x9p39hrg4kxujapoh.png,https://wiki.biligame.com/rocom/%E7%BA%A2%E7%BB%92%E5%8D%81%E5%AD%97
NO.257,红绒十字（异色）,最终形态,"火, 萌",原始形态,原始形态,是,NO257_红绒十字（异色）.png,/icons/NO257_%E7%BA%A2%E7%BB%92%E5%8D%81%E5%AD%97%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/0/0a/ipl5brmemkyidval7taro7b540zmzqm.png,https://wiki.biligame.com/rocom/%E7%BA%A2%E7%BB%92%E5%8D%81%E5%AD%97
NO.258,乌达（极昼的样子）,Ⅰ阶,"恶, 火",原始形态,原始形态,否,NO258_乌达（极昼的样子）.png,/icons/NO258_%E4%B9%8C%E8%BE%BE%EF%BC%88%E6%9E%81%E6%98%BC%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/7/74/4646tw9mipskzlalsx2u7ujdaa067iu.png,https://wiki.biligame.com/rocom/%E4%B9%8C%E8%BE%BE%EF%BC%88%E6%9E%81%E6%98%BC%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.259,迷你乌（极昼的样子）,Ⅱ阶,"恶, 火",原始形态,原始形态,否,NO259_迷你乌（极昼的样子）.png,/icons/NO259_%E8%BF%B7%E4%BD%A0%E4%B9%8C%EF%BC%88%E6%9E%81%E6%98%BC%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/4/4a/herfyv2d6y7yvyv02hnk8kkmp84ogsm.png,https://wiki.biligame.com/rocom/%E8%BF%B7%E4%BD%A0%E4%B9%8C%EF%BC%88%E6%9E%81%E6%98%BC%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.260,乌拉塔（极昼的样子）,最终形态,"恶, 火",原始形态,原始形态,否,NO260_乌拉塔（极昼的样子）.png,/icons/NO260_%E4%B9%8C%E6%8B%89%E5%A1%94%EF%BC%88%E6%9E%81%E6%98%BC%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/e/e9/2j3t5mjcljnsc1hw72btjrebq8td3ug.png,https://wiki.biligame.com/rocom/%E4%B9%8C%E6%8B%89%E5%A1%94%EF%BC%88%E6%9E%81%E6%98%BC%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.261,螺旋帕帕,Ⅰ阶,"机械, 翼",原始形态,原始形态,否,NO261_螺旋帕帕.png,/icons/NO261_%E8%9E%BA%E6%97%8B%E5%B8%95%E5%B8%95.png,https://patchwiki.biligame.com/images/rocom/2/2e/8sya38cbx002fydqgo0u3z0r4wzcmh9.png,https://wiki.biligame.com/rocom/%E8%9E%BA%E6%97%8B%E5%B8%95%E5%B8%95
NO.262,帕帕斯卡,最终形态,"机械, 翼",原始形态,原始形态,否,NO262_帕帕斯卡.png,/icons/NO262_%E5%B8%95%E5%B8%95%E6%96%AF%E5%8D%A1.png,https://patchwiki.biligame.com/images/rocom/4/48/0go6kjyt43jmyphx2po4l7j8g5jdh98.png,https://wiki.biligame.com/rocom/%E5%B8%95%E5%B8%95%E6%96%AF%E5%8D%A1
NO.263,机械方方,Ⅰ阶,机械,原始形态,原始形态,是,NO263_机械方方.png,/icons/NO263_%E6%9C%BA%E6%A2%B0%E6%96%B9%E6%96%B9.png,https://patchwiki.biligame.com/images/rocom/0/0b/pgpg5oimlp3vj22sforlyu0o5mlenw8.png,https://wiki.biligame.com/rocom/%E6%9C%BA%E6%A2%B0%E6%96%B9%E6%96%B9
NO.263,机械方方（异色）,Ⅰ阶,机械,原始形态,原始形态,是,NO263_机械方方（异色）.png,/icons/NO263_%E6%9C%BA%E6%A2%B0%E6%96%B9%E6%96%B9%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/3/35/6f8m39vmtq25vl19gfwkujyovmutb9v.png,https://wiki.biligame.com/rocom/%E6%9C%BA%E6%A2%B0%E6%96%B9%E6%96%B9
NO.264,多彩方方,Ⅱ阶,机械,原始形态,原始形态,是,NO264_多彩方方.png,/icons/NO264_%E5%A4%9A%E5%BD%A9%E6%96%B9%E6%96%B9.png,https://patchwiki.biligame.com/images/rocom/2/28/7xmi4mrr7xy8rbxu5td2uptxfax5fhj.png,https://wiki.biligame.com/rocom/%E5%A4%9A%E5%BD%A9%E6%96%B9%E6%96%B9
NO.264,多彩方方（异色）,Ⅱ阶,机械,原始形态,原始形态,是,NO264_多彩方方（异色）.png,/icons/NO264_%E5%A4%9A%E5%BD%A9%E6%96%B9%E6%96%B9%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/5/54/0t555dq1b0y0quh3qc0pl5scxm9jo4q.png,https://wiki.biligame.com/rocom/%E5%A4%9A%E5%BD%A9%E6%96%B9%E6%96%B9
NO.265,立方人,最终形态,机械,原始形态,原始形态,是,NO265_立方人.png,/icons/NO265_%E7%AB%8B%E6%96%B9%E4%BA%BA.png,https://patchwiki.biligame.com/images/rocom/0/09/fnsx2e888qucax28zooe75tenxxgmkx.png,https://wiki.biligame.com/rocom/%E7%AB%8B%E6%96%B9%E4%BA%BA
NO.265,立方人（异色）,最终形态,机械,原始形态,原始形态,是,NO265_立方人（异色）.png,/icons/NO265_%E7%AB%8B%E6%96%B9%E4%BA%BA%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/d/d3/40n8738yvp681xgekmv094toaqjthrg.png,https://wiki.biligame.com/rocom/%E7%AB%8B%E6%96%B9%E4%BA%BA
NO.266,可立鸡,Ⅰ阶,火,原始形态,原始形态,否,NO266_可立鸡.png,/icons/NO266_%E5%8F%AF%E7%AB%8B%E9%B8%A1.png,https://patchwiki.biligame.com/images/rocom/2/2d/9w4l9rr13yoldnqxtppebm3tqovahde.png,https://wiki.biligame.com/rocom/%E5%8F%AF%E7%AB%8B%E9%B8%A1
NO.267,晕晕鸡,Ⅱ阶,火,原始形态,原始形态,否,NO267_晕晕鸡.png,/icons/NO267_%E6%99%95%E6%99%95%E9%B8%A1.png,https://patchwiki.biligame.com/images/rocom/4/46/5euq737ld77bkp75nukdt3mrwa11xrq.png,https://wiki.biligame.com/rocom/%E6%99%95%E6%99%95%E9%B8%A1
NO.268,绅士鸡,最终形态,"火, 武",原始形态,原始形态,否,NO268_绅士鸡.png,/icons/NO268_%E7%BB%85%E5%A3%AB%E9%B8%A1.png,https://patchwiki.biligame.com/images/rocom/f/fc/tlu25qyk7b26q2d2fpv5mkuwafz4tv3.png,https://wiki.biligame.com/rocom/%E7%BB%85%E5%A3%AB%E9%B8%A1
NO.269,武者鸡,最终形态,"火, 武",原始形态,原始形态,否,NO269_武者鸡.png,/icons/NO269_%E6%AD%A6%E8%80%85%E9%B8%A1.png,https://patchwiki.biligame.com/images/rocom/d/d5/j89f9kespq4zwjb6h67ew9wvsnd88g0.png,https://wiki.biligame.com/rocom/%E6%AD%A6%E8%80%85%E9%B8%A1
NO.270,优优,Ⅰ阶,"地, 光",原始形态,原始形态,否,NO270_优优.png,/icons/NO270_%E4%BC%98%E4%BC%98.png,https://patchwiki.biligame.com/images/rocom/b/b2/71ru3va03vqwr4ew76bnhqj74neqk98.png,https://wiki.biligame.com/rocom/%E4%BC%98%E4%BC%98
NO.271,绒光优优,最终形态,"地, 光",原始形态,原始形态,否,NO271_绒光优优.png,/icons/NO271_%E7%BB%92%E5%85%89%E4%BC%98%E4%BC%98.png,https://patchwiki.biligame.com/images/rocom/7/76/fyktbyiugga3qdq8gkeboear0slov69.png,https://wiki.biligame.com/rocom/%E7%BB%92%E5%85%89%E4%BC%98%E4%BC%98
NO.272,噼啪鸟,最终形态,"电, 翼",原始形态,原始形态,否,NO272_噼啪鸟.png,/icons/NO272_%E5%99%BC%E5%95%AA%E9%B8%9F.png,https://patchwiki.biligame.com/images/rocom/5/5f/67uopai58qg98apg0dci57gi1bgxhn4.png,https://wiki.biligame.com/rocom/%E5%99%BC%E5%95%AA%E9%B8%9F
NO.273,深蓝鲸,最终形态,水,原始形态,原始形态,否,NO273_深蓝鲸.png,/icons/NO273_%E6%B7%B1%E8%93%9D%E9%B2%B8.png,https://patchwiki.biligame.com/images/rocom/4/4c/eonvrfjw5xrztsmkzmwz4eutdi7oban.png,https://wiki.biligame.com/rocom/%E6%B7%B1%E8%93%9D%E9%B2%B8
NO.274,格兰种子,Ⅰ阶,草,原始形态,原始形态,是,NO274_格兰种子.png,/icons/NO274_%E6%A0%BC%E5%85%B0%E7%A7%8D%E5%AD%90.png,https://patchwiki.biligame.com/images/rocom/d/d3/b3jzacefc99rb5kz2yh5ta03dq5rd2e.png,https://wiki.biligame.com/rocom/%E6%A0%BC%E5%85%B0%E7%A7%8D%E5%AD%90
NO.274,格兰种子（异色）,Ⅰ阶,草,原始形态,原始形态,是,NO274_格兰种子（异色）.png,/icons/NO274_%E6%A0%BC%E5%85%B0%E7%A7%8D%E5%AD%90%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/e/e4/hmq5c5fws5ugphujvelb1e54df84m9h.png,https://wiki.biligame.com/rocom/%E6%A0%BC%E5%85%B0%E7%A7%8D%E5%AD%90
NO.275,格兰花,Ⅱ阶,草,原始形态,原始形态,是,NO275_格兰花.png,/icons/NO275_%E6%A0%BC%E5%85%B0%E8%8A%B1.png,https://patchwiki.biligame.com/images/rocom/d/d7/gvd0lpur7zrkuy6lt9b86bwpj877hfv.png,https://wiki.biligame.com/rocom/%E6%A0%BC%E5%85%B0%E8%8A%B1
NO.275,格兰花（异色）,Ⅱ阶,草,原始形态,原始形态,是,NO275_格兰花（异色）.png,/icons/NO275_%E6%A0%BC%E5%85%B0%E8%8A%B1%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/3/34/9vnb24lq4njispwppma8s8pow0pa5p2.png,https://wiki.biligame.com/rocom/%E6%A0%BC%E5%85%B0%E8%8A%B1
NO.276,格兰球,最终形态,草,原始形态,原始形态,是,NO276_格兰球.png,/icons/NO276_%E6%A0%BC%E5%85%B0%E7%90%83.png,https://patchwiki.biligame.com/images/rocom/6/6c/ti7vsccgrnfmugk27891cc9726d15j5.png,https://wiki.biligame.com/rocom/%E6%A0%BC%E5%85%B0%E7%90%83
NO.276,格兰球（异色）,最终形态,草,原始形态,原始形态,是,NO276_格兰球（异色）.png,/icons/NO276_%E6%A0%BC%E5%85%B0%E7%90%83%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/4/4e/cav3gun98ax62yrpx33a524az878hq8.png,https://wiki.biligame.com/rocom/%E6%A0%BC%E5%85%B0%E7%90%83
NO.277,地鼠（枯水期的样子）,Ⅰ阶,地,原始形态,原始形态,否,NO277_地鼠（枯水期的样子）.png,/icons/NO277_%E5%9C%B0%E9%BC%A0%EF%BC%88%E6%9E%AF%E6%B0%B4%E6%9C%9F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/e/ed/p13cco2es9ta74gd9w8yqdoc0va3qp6.png,https://wiki.biligame.com/rocom/%E5%9C%B0%E9%BC%A0%EF%BC%88%E6%9E%AF%E6%B0%B4%E6%9C%9F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.278,遁鼠（枯水期的样子）,Ⅱ阶,地,原始形态,原始形态,否,NO278_遁鼠（枯水期的样子）.png,/icons/NO278_%E9%81%81%E9%BC%A0%EF%BC%88%E6%9E%AF%E6%B0%B4%E6%9C%9F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/0/04/hhyd5vj9dub1p42xrvafn2cazk3ypft.png,https://wiki.biligame.com/rocom/%E9%81%81%E9%BC%A0%EF%BC%88%E6%9E%AF%E6%B0%B4%E6%9C%9F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.279,遁地鼠（枯水期的样子）,最终形态,地,原始形态,原始形态,否,NO279_遁地鼠（枯水期的样子）.png,/icons/NO279_%E9%81%81%E5%9C%B0%E9%BC%A0%EF%BC%88%E6%9E%AF%E6%B0%B4%E6%9C%9F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/3/3f/tfoq58kdykf2kzslpubl87ceyiu4c0r.png,https://wiki.biligame.com/rocom/%E9%81%81%E5%9C%B0%E9%BC%A0%EF%BC%88%E6%9E%AF%E6%B0%B4%E6%9C%9F%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.280,墨鱿士,Ⅰ阶,幽,原始形态,原始形态,否,NO280_墨鱿士.png,/icons/NO280_%E5%A2%A8%E9%B1%BF%E5%A3%AB.png,https://patchwiki.biligame.com/images/rocom/e/ed/ekbfzkhrhoe1i26cq62zv0bdwyws7zg.png,https://wiki.biligame.com/rocom/%E5%A2%A8%E9%B1%BF%E5%A3%AB
NO.281,混乱鱿彩,最终形态,"幽, 恶",原始形态,原始形态,否,NO281_混乱鱿彩.png,/icons/NO281_%E6%B7%B7%E4%B9%B1%E9%B1%BF%E5%BD%A9.png,https://patchwiki.biligame.com/images/rocom/8/89/co25joc1fbw7yk3t67uwo91xx3czmuj.png,https://wiki.biligame.com/rocom/%E6%B7%B7%E4%B9%B1%E9%B1%BF%E5%BD%A9
NO.282,秩序鱿墨,最终形态,"幽, 萌",原始形态,原始形态,否,NO282_秩序鱿墨.png,/icons/NO282_%E7%A7%A9%E5%BA%8F%E9%B1%BF%E5%A2%A8.png,https://patchwiki.biligame.com/images/rocom/f/fa/hcovzifwgad156lg6jwk02nd4nhsckv.png,https://wiki.biligame.com/rocom/%E7%A7%A9%E5%BA%8F%E9%B1%BF%E5%A2%A8
NO.283,小甲虫,Ⅰ阶,虫,原始形态,原始形态,否,NO283_小甲虫.png,/icons/NO283_%E5%B0%8F%E7%94%B2%E8%99%AB.png,https://patchwiki.biligame.com/images/rocom/c/c5/gxb5ofg998pswe6vu88c1gtiiibwnro.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%94%B2%E8%99%AB
NO.284,铠甲虫,最终形态,虫,原始形态,原始形态,否,NO284_铠甲虫.png,/icons/NO284_%E9%93%A0%E7%94%B2%E8%99%AB.png,https://patchwiki.biligame.com/images/rocom/6/6e/c2qomiq244hfmlrgiwvd13n0pmn1znj.png,https://wiki.biligame.com/rocom/%E9%93%A0%E7%94%B2%E8%99%AB
NO.285,圣剑侍从,Ⅰ阶,机械,原始形态,原始形态,否,NO285_圣剑侍从.png,/icons/NO285_%E5%9C%A3%E5%89%91%E4%BE%8D%E4%BB%8E.png,https://patchwiki.biligame.com/images/rocom/1/1d/6w4z6k41648qw2uagnoz0ac081trrgi.png,https://wiki.biligame.com/rocom/%E5%9C%A3%E5%89%91%E4%BE%8D%E4%BB%8E
NO.286,圣剑-X,最终形态,机械,原始形态,原始形态,否,NO286_圣剑-X.png,/icons/NO286_%E5%9C%A3%E5%89%91-X.png,https://patchwiki.biligame.com/images/rocom/8/8d/k36fgnkefvfbntgmo6joyjmh9ji1bt7.png,https://wiki.biligame.com/rocom/%E5%9C%A3%E5%89%91-X
NO.287,吸泥鸥,Ⅰ阶,"地, 翼",原始形态,原始形态,否,NO287_吸泥鸥.png,/icons/NO287_%E5%90%B8%E6%B3%A5%E9%B8%A5.png,https://patchwiki.biligame.com/images/rocom/8/8e/br2yi6aj77tv3j8bstqidsiuvadc0od.png,https://wiki.biligame.com/rocom/%E5%90%B8%E6%B3%A5%E9%B8%A5
NO.288,泥吼牙,最终形态,"地, 翼",原始形态,原始形态,否,NO288_泥吼牙.png,/icons/NO288_%E6%B3%A5%E5%90%BC%E7%89%99.png,https://patchwiki.biligame.com/images/rocom/f/f0/imncv1vv01zbrx7tkjij3xtarmhl2id.png,https://wiki.biligame.com/rocom/%E6%B3%A5%E5%90%BC%E7%89%99
NO.289,大头骨龙,Ⅰ阶,"龙, 幽",原始形态,原始形态,否,NO289_大头骨龙.png,/icons/NO289_%E5%A4%A7%E5%A4%B4%E9%AA%A8%E9%BE%99.png,https://patchwiki.biligame.com/images/rocom/d/dc/oaohfrfv4b6cx8elngiwarhn9phgzch.png,https://wiki.biligame.com/rocom/%E5%A4%A7%E5%A4%B4%E9%AA%A8%E9%BE%99
NO.290,寂灭骨龙,最终形态,"龙, 幽",原始形态,原始形态,否,NO290_寂灭骨龙.png,/icons/NO290_%E5%AF%82%E7%81%AD%E9%AA%A8%E9%BE%99.png,https://patchwiki.biligame.com/images/rocom/3/31/g9815x8kx47nbavj9mcolhexofrpulc.png,https://wiki.biligame.com/rocom/%E5%AF%82%E7%81%AD%E9%AA%A8%E9%BE%99
NO.291,厉毒小萝,Ⅰ阶,"毒, 恶",原始形态,原始形态,否,NO291_厉毒小萝.png,/icons/NO291_%E5%8E%89%E6%AF%92%E5%B0%8F%E8%90%9D.png,https://patchwiki.biligame.com/images/rocom/3/3e/6tk28w0xeycfxejxbtn8myiv9wsd17j.png,https://wiki.biligame.com/rocom/%E5%8E%89%E6%AF%92%E5%B0%8F%E8%90%9D
NO.292,厉毒修萝,最终形态,"毒, 恶",原始形态,原始形态,否,NO292_厉毒修萝.png,/icons/NO292_%E5%8E%89%E6%AF%92%E4%BF%AE%E8%90%9D.png,https://patchwiki.biligame.com/images/rocom/5/52/fnxayt7dshqnrygae3kr64v1gs4wcws.png,https://wiki.biligame.com/rocom/%E5%8E%89%E6%AF%92%E4%BF%AE%E8%90%9D
NO.293,小帕尔,Ⅰ阶,恶,原始形态,原始形态,否,NO293_小帕尔.png,/icons/NO293_%E5%B0%8F%E5%B8%95%E5%B0%94.png,https://patchwiki.biligame.com/images/rocom/b/b3/l5aj212ensdevykbe4wgsxf1c12ayxi.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E5%B8%95%E5%B0%94
NO.294,帕尔萨斯,Ⅱ阶,恶,原始形态,原始形态,否,NO294_帕尔萨斯.png,/icons/NO294_%E5%B8%95%E5%B0%94%E8%90%A8%E6%96%AF.png,https://patchwiki.biligame.com/images/rocom/c/cb/gteuesfklnj4acn55f3aqr0wrtlwki4.png,https://wiki.biligame.com/rocom/%E5%B8%95%E5%B0%94%E8%90%A8%E6%96%AF
NO.295,龙息帕尔,最终形态,恶,原始形态,原始形态,否,NO295_龙息帕尔.png,/icons/NO295_%E9%BE%99%E6%81%AF%E5%B8%95%E5%B0%94.png,https://patchwiki.biligame.com/images/rocom/0/0f/q0bwy4syzqav082nqhy9tl7i8hsirz4.png,https://wiki.biligame.com/rocom/%E9%BE%99%E6%81%AF%E5%B8%95%E5%B0%94
NO.296,毛头小蛛,Ⅰ阶,"虫, 地",原始形态,原始形态,否,NO296_毛头小蛛.png,/icons/NO296_%E6%AF%9B%E5%A4%B4%E5%B0%8F%E8%9B%9B.png,https://patchwiki.biligame.com/images/rocom/f/f5/3nr9m11fcoasdyy8qcplzh21b7rbqep.png,https://wiki.biligame.com/rocom/%E6%AF%9B%E5%A4%B4%E5%B0%8F%E8%9B%9B
NO.297,捕尘长绒,最终形态,"虫, 地",原始形态,原始形态,否,NO297_捕尘长绒.png,/icons/NO297_%E6%8D%95%E5%B0%98%E9%95%BF%E7%BB%92.png,https://patchwiki.biligame.com/images/rocom/b/be/nkj0ie4pek8cghl4idvgqt3m2sq5ox9.png,https://wiki.biligame.com/rocom/%E6%8D%95%E5%B0%98%E9%95%BF%E7%BB%92
NO.298,食尘短绒,最终形态,"虫, 地",原始形态,原始形态,否,NO298_食尘短绒.png,/icons/NO298_%E9%A3%9F%E5%B0%98%E7%9F%AD%E7%BB%92.png,https://patchwiki.biligame.com/images/rocom/5/56/2arovnrg3t48x4jr2zo0w7fp8axkkx9.png,https://wiki.biligame.com/rocom/%E9%A3%9F%E5%B0%98%E7%9F%AD%E7%BB%92
NO.299,画精灵,Ⅰ阶,普通,原始形态,原始形态,否,NO299_画精灵.png,/icons/NO299_%E7%94%BB%E7%B2%BE%E7%81%B5.png,https://patchwiki.biligame.com/images/rocom/a/a0/lvngsspwir7n25jd82zaz2zujxdrqs8.png,https://wiki.biligame.com/rocom/%E7%94%BB%E7%B2%BE%E7%81%B5
NO.300,画像守护,Ⅱ阶,普通,原始形态,原始形态,否,NO300_画像守护.png,/icons/NO300_%E7%94%BB%E5%83%8F%E5%AE%88%E6%8A%A4.png,https://patchwiki.biligame.com/images/rocom/0/0e/4q1o3ztl1tdspj5lecjqzb5xvfqvhjn.png,https://wiki.biligame.com/rocom/%E7%94%BB%E5%83%8F%E5%AE%88%E6%8A%A4
NO.301,画间法师手,最终形态,"普通, 幻",原始形态,原始形态,否,NO301_画间法师手.png,/icons/NO301_%E7%94%BB%E9%97%B4%E6%B3%95%E5%B8%88%E6%89%8B.png,https://patchwiki.biligame.com/images/rocom/2/2a/m0rnppd2iwqm9h78gft0jkwzqje5v5h.png,https://wiki.biligame.com/rocom/%E7%94%BB%E9%97%B4%E6%B3%95%E5%B8%88%E6%89%8B
NO.302,画间沉铁兽,最终形态,"普通, 武",原始形态,原始形态,否,NO302_画间沉铁兽.png,/icons/NO302_%E7%94%BB%E9%97%B4%E6%B2%89%E9%93%81%E5%85%BD.png,https://patchwiki.biligame.com/images/rocom/6/61/g4rq03yecy8xudglhc96lhi5ie4zri4.png,https://wiki.biligame.com/rocom/%E7%94%BB%E9%97%B4%E6%B2%89%E9%93%81%E5%85%BD
NO.303,书魔虫,Ⅰ阶,普通,原始形态,原始形态,否,NO303_书魔虫.png,/icons/NO303_%E4%B9%A6%E9%AD%94%E8%99%AB.png,https://patchwiki.biligame.com/images/rocom/5/53/ph0kl9j7nj2m8azrrd5hpeq0b62phrl.png,https://wiki.biligame.com/rocom/%E4%B9%A6%E9%AD%94%E8%99%AB
NO.304,书卷守护,Ⅱ阶,普通,原始形态,原始形态,否,NO304_书卷守护.png,/icons/NO304_%E4%B9%A6%E5%8D%B7%E5%AE%88%E6%8A%A4.png,https://patchwiki.biligame.com/images/rocom/8/8e/2wi1t21j1agshuww5p50uqui9mu1b55.png,https://wiki.biligame.com/rocom/%E4%B9%A6%E5%8D%B7%E5%AE%88%E6%8A%A4
NO.305,古卷执政官,最终形态,"普通, 幻",原始形态,原始形态,否,NO305_古卷执政官.png,/icons/NO305_%E5%8F%A4%E5%8D%B7%E6%89%A7%E6%94%BF%E5%AE%98.png,https://patchwiki.biligame.com/images/rocom/d/dc/numbiaa5oc8iursntgrv198ay097vnk.png,https://wiki.biligame.com/rocom/%E5%8F%A4%E5%8D%B7%E6%89%A7%E6%94%BF%E5%AE%98
NO.306,古卷匣魔像,最终形态,"普通, 武",原始形态,原始形态,否,NO306_古卷匣魔像.png,/icons/NO306_%E5%8F%A4%E5%8D%B7%E5%8C%A3%E9%AD%94%E5%83%8F.png,https://patchwiki.biligame.com/images/rocom/1/18/6fhqn0ek9exvjnyj4rbdl14goi2l79m.png,https://wiki.biligame.com/rocom/%E5%8F%A4%E5%8D%B7%E5%8C%A3%E9%AD%94%E5%83%8F
NO.307,绒绒,Ⅰ阶,"光, 虫",原始形态,原始形态,是,NO307_绒绒.png,/icons/NO307_%E7%BB%92%E7%BB%92.png,https://patchwiki.biligame.com/images/rocom/0/08/654ffcp524wy323uwi7k1z7rk4rejuc.png,https://wiki.biligame.com/rocom/%E7%BB%92%E7%BB%92
